139.162.84.205 - - [13/Nov/2023:00:40:56 +0000] "GET / HTTP/1.0" 200 3979
198.235.24.27 - - [13/Nov/2023:00:50:56 +0000] "GET / HTTP/1.1" 200 3979
84.54.51.192 - - [13/Nov/2023:00:57:55 +0000] "CONNECT google.com:443 HTTP/1.1" 501 724
20.113.27.135 - - [13/Nov/2023:01:11:42 +0000] "HI 6e461340-3dc0-4d2a-a6d2-5d3f80b10679 " 400 795
205.210.31.143 - - [13/Nov/2023:01:19:13 +0000] "GET / HTTP/1.0" 200 3979
43.154.141.71 - - [13/Nov/2023:01:25:23 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
185.254.196.173 - - [13/Nov/2023:01:33:22 +0000] "GET /.env HTTP/1.1" 404 755
185.180.143.76 - - [13/Nov/2023:01:34:57 +0000] "GET / HTTP/1.1" 200 3979
184.105.247.194 - - [13/Nov/2023:02:16:06 +0000] "-" 400 2893
135.125.246.189 - - [13/Nov/2023:02:18:52 +0000] "GET /.env HTTP/1.1" 404 755
135.125.246.189 - - [13/Nov/2023:02:18:53 +0000] "POST / HTTP/1.1" 200 3979
198.235.24.235 - - [13/Nov/2023:02:33:07 +0000] "GET / HTTP/1.1" 200 3979
13.57.6.245 - - [13/Nov/2023:02:43:34 +0000] "GET / HTTP/1.1" 200 3979
43.154.141.71 - - [13/Nov/2023:03:01:24 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
34.78.249.41 - - [13/Nov/2023:04:04:47 +0000] "GET / HTTP/1.1" 200 3979
45.56.96.163 - - [13/Nov/2023:04:18:20 +0000] "-" 400 2193
71.6.232.27 - - [13/Nov/2023:04:31:51 +0000] "GET / HTTP/1.1" 200 3979
43.154.141.71 - - [13/Nov/2023:04:37:37 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
139.162.84.205 - - [13/Nov/2023:04:41:52 +0000] "GET / HTTP/1.0" 200 3979
159.223.75.125 - - [13/Nov/2023:04:57:43 +0000] "GET / HTTP/1.1" 200 3979
162.216.150.91 - - [13/Nov/2023:04:58:08 +0000] "GET / HTTP/1.1" 200 3979
104.193.135.143 - - [13/Nov/2023:05:08:10 +0000] "GET /.env HTTP/1.1" 404 755
104.193.135.143 - - [13/Nov/2023:05:08:11 +0000] "POST / HTTP/1.1" 200 3979
104.193.135.143 - - [13/Nov/2023:05:08:11 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 772
104.193.135.143 - - [13/Nov/2023:05:08:12 +0000] "GET /debug/default/view?panel=config HTTP/1.1" 404 777
102.129.232.53 - - [13/Nov/2023:05:16:52 +0000] "-" 400 2211
205.210.31.68 - - [13/Nov/2023:05:18:55 +0000] "GET / HTTP/1.0" 200 3979
45.33.68.226 - - [13/Nov/2023:05:24:21 +0000] "-" 400 2193
184.105.247.246 - - [13/Nov/2023:06:00:49 +0000] "GET / HTTP/1.1" 200 3979
184.105.247.226 - - [13/Nov/2023:06:01:24 +0000] "GET /favicon.ico HTTP/1.1" 404 762
185.254.196.173 - - [13/Nov/2023:06:03:01 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [13/Nov/2023:06:03:02 +0000] "POST / HTTP/1.1" 200 3979
43.154.141.71 - - [13/Nov/2023:06:13:59 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
198.199.119.8 - - [13/Nov/2023:06:25:58 +0000] "GET /actuator/health HTTP/1.1" 404 770
42.119.81.103 - - [13/Nov/2023:06:38:18 +0000] "GET / HTTP/1.0" 200 3979
71.6.134.232 - - [13/Nov/2023:06:45:43 +0000] "GET / HTTP/1.1" 200 3979
71.6.134.232 - - [13/Nov/2023:07:04:49 +0000] "-" 400 2201
141.98.11.52 - - [13/Nov/2023:07:08:05 +0000] "GET / HTTP/1.1" 200 3979
135.125.246.189 - - [13/Nov/2023:07:08:27 +0000] "GET /.env HTTP/1.1" 404 755
135.125.246.189 - - [13/Nov/2023:07:08:28 +0000] "POST / HTTP/1.1" 200 3979
78.108.177.54 - - [13/Nov/2023:07:13:22 +0000] "GET / HTTP/1.0" 200 3979
185.254.196.173 - - [13/Nov/2023:07:16:40 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [13/Nov/2023:07:16:42 +0000] "POST / HTTP/1.1" 200 3979
