14.103.41.33 - - [06/Jan/2024:16:46:28 +0000] "GET /phpMyAdmin-2.5.5-pl1/scripts/setup.php HTTP/1.0" 404 797
14.103.41.33 - - [06/Jan/2024:16:46:28 +0000] "GET /phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0" 404 796
14.103.41.33 - - [06/Jan/2024:16:46:29 +0000] "GET /pma/scripts/setup.php HTTP/1.0" 404 780
14.103.41.33 - - [06/Jan/2024:16:46:29 +0000] "GET /phpMyAdmin3/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:30 +0000] "GET /myadmin/scripts/setup.php HTTP/1.0" 404 784
14.103.41.33 - - [06/Jan/2024:16:46:30 +0000] "GET /MyAdmin/scripts/setup.php HTTP/1.0" 404 784
14.103.41.33 - - [06/Jan/2024:16:46:34 +0000] "GET /phpMyAdmin-2.5.4/scripts/setup.php HTTP/1.0" 404 793
14.103.41.33 - - [06/Jan/2024:16:46:34 +0000] "GET /PHPMYADMIN/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:34 +0000] "GET /phpMyAdmin-2.5.7-pl1/scripts/setup.php HTTP/1.0" 404 797
14.103.41.33 - - [06/Jan/2024:16:46:34 +0000] "GET /mysqladmin/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:35 +0000] "GET /admin/pma/scripts/setup.php HTTP/1.0" 404 790
14.103.41.33 - - [06/Jan/2024:16:46:35 +0000] "GET /SQL/scripts/setup.php HTTP/1.0" 404 780
14.103.41.33 - - [06/Jan/2024:16:46:35 +0000] "GET /phpMyAdmin-2/scripts/setup.php HTTP/1.0" 404 789
14.103.41.33 - - [06/Jan/2024:16:46:35 +0000] "GET /phpMyAdmin-2.5.5-pl1/scripts/setup.php HTTP/1.0" 404 797
14.103.41.33 - - [06/Jan/2024:16:46:35 +0000] "GET /web/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 795
14.103.41.33 - - [06/Jan/2024:16:46:36 +0000] "GET /phpMyAdmin-2.5.5/scripts/setup.php HTTP/1.0" 404 793
14.103.41.33 - - [06/Jan/2024:16:46:36 +0000] "GET /webadmin/scripts/setup.php HTTP/1.0" 404 785
14.103.41.33 - - [06/Jan/2024:16:46:36 +0000] "GET /admin/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:37 +0000] "GET /dbadmin/scripts/setup.php HTTP/1.0" 404 784
14.103.41.33 - - [06/Jan/2024:16:46:38 +0000] "GET /mysql/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:38 +0000] "GET /phpMyAdmin2/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:39 +0000] "GET /phpma/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:39 +0000] "GET /sqlweb/scripts/setup.php HTTP/1.0" 404 783
14.103.41.33 - - [06/Jan/2024:16:46:40 +0000] "GET /webdb/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:40 +0000] "GET /websql/scripts/setup.php HTTP/1.0" 404 783
14.103.41.33 - - [06/Jan/2024:16:46:40 +0000] "GET /_phpMyAdmin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:41 +0000] "GET /php/scripts/setup.php HTTP/1.0" 404 780
14.103.41.33 - - [06/Jan/2024:16:46:41 +0000] "GET /phpMyAdmin-2.5.7-pl1/scripts/setup.php HTTP/1.0" 404 797
14.103.41.33 - - [06/Jan/2024:16:46:46 +0000] "GET /db/scripts/setup.php HTTP/1.0" 404 779
14.103.41.33 - - [06/Jan/2024:16:46:46 +0000] "GET /phpMyAdmin-2/scripts/setup.php HTTP/1.0" 404 789
14.103.41.33 - - [06/Jan/2024:16:46:47 +0000] "GET /sqlmanager/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:47 +0000] "GET /web/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 795
14.103.41.33 - - [06/Jan/2024:16:46:47 +0000] "GET /webadmin/scripts/setup.php HTTP/1.0" 404 785
14.103.41.33 - - [06/Jan/2024:16:46:48 +0000] "GET /admin/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:48 +0000] "GET /mysqlmanager/scripts/setup.php HTTP/1.0" 404 789
